Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
9289,389005,889005,10000.0,2025-10-14,1
9290,692026,1192026,10000.0,2025-09-14,1
9291,538660,1038660,10000.0,2025-01-13,1
9292,181030,681030,10000.0,2025-01-27,1
9293,639154,1139154,10000.0,2025-08-07,1
9294,720097,1220097,10000.0,2025-12-07,1
9295,858605,1358605,10000.0,2025-12-14,1
9296,784598,1284598,10000.0,2025-08-14,1
9297,177033,677033,10000.0,2025-07-14,1
9298,569009,1069009,10000.0,2025-08-14,1
9299,925360,1425360,10000.0,2025-12-14,1
9300,773147,1273147,10000.0,2025-04-21,1
9301,723530,1223530,10000.0,2025-04-14,1
9302,161464,661464,10000.0,2025-12-07,1
9303,928963,1428963,10000.0,2025-11-28,1
9304,429566,929566,10000.0,2025-03-21,1
9305,403609,903609,10000.0,2025-05-28,1
9306,550207,1050207,10000.0,2025-10-21,1
9307,94319,594319,10000.0,2025-02-13,1
9308,597502,1097502,10000.0,2025-09-14,1
9309,132384,632384,10000.0,2025-01-13,1
9310,298301,798301,10000.0,2025-10-28,1
9311,625249,1125249,10000.0,2025-10-07,1
9312,525993,1025993,10000.0,2025-06-14,1
9313,472009,972009,10000.0,2025-03-28,1
9314,129449,629449,10000.0,2025-03-28,1
9315,101390,601390,10000.0,2025-02-13,1
9316,738923,1238923,10000.0,2025-01-06,1
9317,244345,744345,10000.0,2025-11-07,1
9318,253419,753419,10000.0,2025-01-27,1
9319,748894,1248894,10000.0,2025-05-07,1
9320,116166,616166,10000.0,2025-02-27,1
9321,215189,715189,10000.0,2025-12-28,1
9322,242514,742514,10000.0,2025-09-14,1
9323,309931,809931,10000.0,2025-02-27,1
9324,333631,833631,10000.0,2025-12-07,1
9325,191283,691283,10000.0,2025-11-28,1
9326,325941,825941,10000.0,2025-03-14,1
9327,372164,872164,10000.0,2025-11-14,1
9328,302115,802115,10000.0,2025-01-06,1
9329,711239,1211239,10000.0,2025-06-21,1
9330,368951,868951,10000.0,2025-01-13,1
9331,366902,866902,10000.0,2025-10-14,1
9332,276154,776154,10000.0,2025-01-13,1
9333,5473,505473,10000.0,2025-04-21,1
9334,809872,1309872,10000.0,2025-06-07,1
9335,78212,578212,10000.0,2025-01-13,1
9336,109790,609790,10000.0,2025-09-14,1
9337,622339,1122339,10000.0,2025-06-28,1
9338,77551,577551,10000.0,2025-07-14,1
9339,698303,1198303,10000.0,2025-03-07,1
9340,575811,1075811,10000.0,2025-06-14,1
9341,275780,775780,10000.0,2025-01-13,1
9342,335669,835669,10000.0,2025-02-06,1
9343,183452,683452,10000.0,2025-07-21,1
9344,547699,1047699,10000.0,2025-08-21,1
9345,677061,1177061,10000.0,2025-11-21,1
9346,203265,703265,10000.0,2025-06-14,1
9347,371772,871772,10000.0,2025-08-07,1
9348,760672,1260672,10000.0,2025-12-21,1
9349,909050,1409050,10000.0,2025-02-20,1
9350,20196,520196,10000.0,2025-02-20,1
9351,703205,1203205,10000.0,2025-02-20,1
9352,133360,633360,10000.0,2025-02-20,1
9353,358660,858660,10000.0,2025-03-14,1
9354,744075,1244075,10000.0,2025-03-07,1
9355,549067,1049067,10000.0,2025-09-14,1
9356,602457,1102457,10000.0,2025-06-21,1
9357,494428,994428,10000.0,2025-03-28,1
9358,647818,1147818,10000.0,2025-04-07,1
9359,100794,600794,10000.0,2025-11-21,1
9360,433287,933287,10000.0,2025-05-14,1
9361,404047,904047,10000.0,2025-05-21,1
9362,460373,960373,10000.0,2025-01-27,1
9363,257114,757114,10000.0,2025-02-27,1
9364,853668,1353668,10000.0,2025-01-06,1
9365,291560,791560,10000.0,2025-01-13,1
9366,401906,901906,10000.0,2025-06-07,1
9367,946336,1446336,10000.0,2025-12-14,1
9368,506256,1006256,10000.0,2025-08-07,1
9369,370065,870065,10000.0,2025-09-21,1
9370,653181,1153181,10000.0,2025-12-07,1
9371,105379,605379,10000.0,2025-02-27,1
9372,301128,801128,10000.0,2025-04-28,1
9373,297760,797760,10000.0,2025-12-21,1
9374,646888,1146888,10000.0,2025-08-21,1
9375,858956,1358956,10000.0,2025-09-07,1
9376,129082,629082,10000.0,2025-02-06,1
9377,427201,927201,10000.0,2025-05-28,1
9378,738984,1238984,10000.0,2025-11-28,1
9379,159581,659581,10000.0,2025-07-07,1
9380,183089,683089,10000.0,2025-07-07,1
9381,87362,587362,10000.0,2025-12-07,1
9382,426381,926381,10000.0,2025-07-07,1
9383,523968,1023968,10000.0,2025-08-14,1
9384,455931,955931,10000.0,2025-08-07,1
9385,464050,964050,10000.0,2025-11-21,1
9386,500477,1000477,10000.0,2025-02-27,1
9387,788888,1288888,10000.0,2025-12-07,1
9388,644944,1144944,10000.0,2025-03-07,1
9389,975587,1475587,10000.0,2025-08-28,1
9390,406335,906335,10000.0,2025-02-13,1
9391,210164,710164,10000.0,2025-09-28,1
9392,648652,1148652,10000.0,2025-10-07,1
9393,431997,931997,10000.0,2025-06-14,1
9394,715130,1215130,10000.0,2025-11-14,1
9395,896975,1396975,10000.0,2025-07-21,1
9396,864821,1364821,10000.0,2025-11-21,1
9397,235714,735714,10000.0,2025-05-28,1
9398,820978,1320978,10000.0,2025-01-27,1
9399,820345,1320345,10000.0,2025-09-28,1
9400,303337,803337,10000.0,2025-12-07,1
9401,359256,859256,10000.0,2025-07-28,1
9402,89834,589834,10000.0,2025-02-20,1
9403,502820,1002820,10000.0,2025-07-28,1
9404,673501,1173501,10000.0,2025-09-14,1
9405,968672,1468672,10000.0,2025-12-28,1
9406,596941,1096941,10000.0,2025-09-28,1
9407,371967,871967,10000.0,2025-02-06,1
9408,777035,1277035,10000.0,2025-08-28,1
9409,161476,661476,10000.0,2025-08-28,1
9410,159433,659433,10000.0,2025-08-28,1
9411,325389,825389,10000.0,2025-04-14,1
9412,28085,528085,10000.0,2025-04-14,1
9413,614745,1114745,10000.0,2025-10-21,1
9414,488600,988600,10000.0,2025-01-06,1
9415,110823,610823,10000.0,2025-11-14,1
9416,34557,534557,10000.0,2025-02-06,1
9417,736687,1236687,10000.0,2025-02-27,1
9418,532299,1032299,10000.0,2025-06-28,1
9419,588655,1088655,10000.0,2025-07-07,1
9420,344279,844279,10000.0,2025-03-28,1
9421,801196,1301196,10000.0,2025-02-20,1
9422,763867,1263867,10000.0,2025-04-28,1
9423,213064,713064,10000.0,2025-11-28,1
9424,635422,1135422,10000.0,2025-11-21,1
9425,337652,837652,10000.0,2025-08-07,1
9426,947575,1447575,10000.0,2025-11-21,1
9427,766795,1266795,10000.0,2025-03-21,1
9428,645417,1145417,10000.0,2025-12-07,1
9429,645097,1145097,10000.0,2025-07-07,1
9430,835983,1335983,10000.0,2025-04-21,1
9431,744715,1244715,10000.0,2025-11-21,1
9432,450992,950992,10000.0,2025-02-27,1
9433,106160,606160,10000.0,2025-11-07,1
9434,524215,1024215,10000.0,2025-01-20,1
9435,44969,544969,10000.0,2025-10-14,1
9436,858638,1358638,10000.0,2025-06-07,1
9437,408670,908670,10000.0,2025-04-21,1
9438,811454,1311454,10000.0,2025-03-28,1
9439,399878,899878,10000.0,2025-06-28,1
9440,883936,1383936,10000.0,2025-11-14,1
9441,505390,1005390,10000.0,2025-08-21,1
9442,313768,813768,10000.0,2025-04-07,1
9443,601495,1101495,10000.0,2025-01-13,1
9444,949316,1449316,10000.0,2025-03-21,1
9445,22655,522655,10000.0,2025-08-07,1
9446,226870,726870,10000.0,2025-01-13,1
9447,689392,1189392,10000.0,2025-07-28,1
9448,706633,1206633,10000.0,2025-10-21,1
9449,685392,1185392,10000.0,2025-07-07,1
9450,784812,1284812,10000.0,2025-07-28,1
9451,326349,826349,10000.0,2025-07-14,1
9452,350866,850866,10000.0,2025-05-28,1
9453,453365,953365,10000.0,2025-11-07,1
9454,645779,1145779,10000.0,2025-04-28,1
9455,428414,928414,10000.0,2025-09-14,1
9456,413488,913488,10000.0,2025-07-21,1
9457,571515,1071515,10000.0,2025-09-14,1
9458,840239,1340239,10000.0,2025-11-21,1
9459,779260,1279260,10000.0,2025-02-06,1
9460,643407,1143407,10000.0,2025-03-28,1
9461,928824,1428824,10000.0,2025-12-07,1
9462,957561,1457561,10000.0,2025-06-07,1
9463,26858,526858,10000.0,2025-05-14,1
9464,527800,1027800,10000.0,2025-03-14,1
9465,163187,663187,10000.0,2025-09-14,1
9466,144318,644318,10000.0,2025-07-14,1
9467,968414,1468414,10000.0,2025-01-06,1
9468,757307,1257307,10000.0,2025-03-21,1
9469,512687,1012687,10000.0,2025-06-07,1
9470,813360,1313360,10000.0,2025-08-14,1
9471,106901,606901,10000.0,2025-08-28,1
9472,491500,991500,10000.0,2025-05-07,1
9473,560470,1060470,10000.0,2025-02-27,1
9474,779687,1279687,10000.0,2025-04-14,1
9475,796775,1296775,10000.0,2025-03-28,1
9476,456024,956024,10000.0,2025-05-28,1
9477,598421,1098421,10000.0,2025-01-06,1
9478,272247,772247,10000.0,2025-12-14,1
9479,203702,703702,10000.0,2025-01-20,1
9480,288147,788147,10000.0,2025-01-27,1
9481,907886,1407886,10000.0,2025-05-21,1
9482,963134,1463134,10000.0,2025-05-28,1
9483,830936,1330936,10000.0,2025-04-07,1
9484,475207,975207,10000.0,2025-08-21,1
9485,478121,978121,10000.0,2025-12-28,1
9486,947562,1447562,10000.0,2025-05-14,1
9487,962428,1462428,10000.0,2025-04-07,1
9488,315991,815991,10000.0,2025-02-27,1
9489,979689,1479689,10000.0,2025-07-14,1
9490,845599,1345599,10000.0,2025-08-28,1
9491,551496,1051496,10000.0,2025-12-28,1
9492,317610,817610,10000.0,2025-10-07,1
9493,247704,747704,10000.0,2025-01-27,1
9494,14400,514400,10000.0,2025-11-21,1
9495,837967,1337967,10000.0,2025-06-28,1
9496,419023,919023,10000.0,2025-04-07,1
9497,971874,1471874,10000.0,2025-09-14,1
9498,200585,700585,10000.0,2025-12-07,1
9499,410410,910410,10000.0,2025-09-14,1
9500,32974,532974,10000.0,2025-07-21,1
9501,452023,952023,10000.0,2025-09-21,1
9502,8027,508027,10000.0,2025-07-28,1
9503,331088,831088,10000.0,2025-08-21,1
9504,544867,1044867,10000.0,2025-03-28,1
9505,726701,1226701,10000.0,2025-03-28,1
9506,813548,1313548,10000.0,2025-10-14,1
9507,212326,712326,10000.0,2025-03-28,1
9508,808720,1308720,10000.0,2025-12-21,1
9509,397082,897082,10000.0,2025-05-14,1
9510,234708,734708,10000.0,2025-04-21,1
9511,886597,1386597,10000.0,2025-03-28,1
9512,411219,911219,10000.0,2025-01-20,1
9513,587733,1087733,10000.0,2025-04-07,1
9514,17854,517854,10000.0,2025-11-21,1
9515,965309,1465309,10000.0,2025-09-14,1
9516,23011,523011,10000.0,2025-10-07,1
9517,223649,723649,10000.0,2025-09-21,1
9518,561125,1061125,10000.0,2025-03-21,1
9519,772611,1272611,10000.0,2025-05-21,1
9520,489515,989515,10000.0,2025-11-07,1
9521,60943,560943,10000.0,2025-10-28,1
9522,11339,511339,10000.0,2025-12-21,1
9523,740754,1240754,10000.0,2025-02-13,1
9524,709868,1209868,10000.0,2025-02-27,1
9525,919909,1419909,10000.0,2025-11-28,1
9526,5341,505341,10000.0,2025-12-21,1
9527,269652,769652,10000.0,2025-10-28,1
9528,638163,1138163,10000.0,2025-11-21,1
9529,960505,1460505,10000.0,2025-02-13,1
9530,764236,1264236,10000.0,2025-12-14,1
9531,896689,1396689,10000.0,2025-03-21,1
9532,806242,1306242,10000.0,2025-03-14,1
9533,746067,1246067,10000.0,2025-05-07,1
9534,482188,982188,10000.0,2025-09-07,1
9535,834733,1334733,10000.0,2025-05-28,1
9536,369434,869434,10000.0,2025-08-14,1
9537,280597,780597,10000.0,2025-02-20,1
9538,657131,1157131,10000.0,2025-06-14,1
9539,740041,1240041,10000.0,2025-01-20,1
9540,684917,1184917,10000.0,2025-07-07,1
9541,519369,1019369,10000.0,2025-01-27,1
9542,152773,652773,10000.0,2025-10-28,1
9543,573067,1073067,10000.0,2025-08-14,1
9544,603364,1103364,10000.0,2025-09-07,1
9545,137705,637705,10000.0,2025-08-28,1
9546,695612,1195612,10000.0,2025-02-20,1
9547,128454,628454,10000.0,2025-09-14,1
9548,159416,659416,10000.0,2025-04-14,1
9549,935043,1435043,10000.0,2025-06-07,1
9550,196516,696516,10000.0,2025-10-07,1
9551,23682,523682,10000.0,2025-07-07,1
9552,778738,1278738,10000.0,2025-05-07,1
9553,515481,1015481,10000.0,2025-02-20,1
9554,160564,660564,10000.0,2025-01-20,1
9555,558380,1058380,10000.0,2025-05-14,1
9556,919351,1419351,10000.0,2025-02-27,1
9557,984373,1484373,10000.0,2025-09-28,1
9558,167232,667232,10000.0,2025-02-27,1
9559,274183,774183,10000.0,2025-12-07,1
9560,23252,523252,10000.0,2025-08-14,1
9561,950596,1450596,10000.0,2025-04-28,1
9562,476613,976613,10000.0,2025-03-07,1
9563,63057,563057,10000.0,2025-04-14,1
9564,894406,1394406,10000.0,2025-05-14,1
9565,409904,909904,10000.0,2025-03-21,1
9566,789036,1289036,10000.0,2025-08-28,1
9567,319397,819397,10000.0,2025-09-21,1
9568,832056,1332056,10000.0,2025-03-07,1
9569,906821,1406821,10000.0,2025-09-14,1
9570,122360,622360,10000.0,2025-04-14,1
9571,519415,1019415,10000.0,2025-06-07,1
9572,630919,1130919,10000.0,2025-12-28,1
9573,660447,1160447,10000.0,2025-12-07,1
9574,488800,988800,10000.0,2025-06-21,1
9575,996002,1496002,10000.0,2025-08-14,1
9576,42901,542901,10000.0,2025-11-14,1
9577,379220,879220,10000.0,2025-02-06,1
9578,142536,642536,10000.0,2025-05-14,1
9579,500102,1000102,10000.0,2025-04-14,1
9580,931466,1431466,10000.0,2025-04-28,1
9581,320190,820190,10000.0,2025-03-07,1
9582,495903,995903,10000.0,2025-03-14,1
9583,687935,1187935,10000.0,2025-07-14,1
9584,565913,1065913,10000.0,2025-02-06,1
9585,55248,555248,10000.0,2025-01-27,1
9586,215480,715480,10000.0,2025-09-14,1
9587,72751,572751,10000.0,2025-04-28,1
9588,434587,934587,10000.0,2025-07-14,1
9589,379356,879356,10000.0,2025-05-28,1
9590,816529,1316529,10000.0,2025-04-28,1
9591,816278,1316278,10000.0,2025-09-07,1
9592,502856,1002856,10000.0,2025-08-07,1
9593,637453,1137453,10000.0,2025-05-28,1
9594,820506,1320506,10000.0,2025-10-07,1
9595,925771,1425771,10000.0,2025-11-07,1
9596,548570,1048570,10000.0,2025-05-14,1
9597,450615,950615,10000.0,2025-09-21,1
9598,602484,1102484,10000.0,2025-04-14,1
9599,764841,1264841,10000.0,2025-03-14,1
9600,196505,696505,10000.0,2025-12-14,1
9601,860927,1360927,10000.0,2025-10-07,1
9602,79149,579149,10000.0,2025-03-07,1
9603,695522,1195522,10000.0,2025-03-07,1
9604,847796,1347796,10000.0,2025-07-07,1
9605,763135,1263135,10000.0,2025-12-07,1
9606,604565,1104565,10000.0,2025-09-14,1
9607,453701,953701,10000.0,2025-01-20,1
9608,629969,1129969,10000.0,2025-05-21,1
9609,503498,1003498,10000.0,2025-07-21,1
9610,283564,783564,10000.0,2025-01-20,1
9611,923134,1423134,10000.0,2025-05-28,1
9612,986899,1486899,10000.0,2025-10-14,1
9613,759814,1259814,10000.0,2025-12-28,1
9614,78993,578993,10000.0,2025-12-14,1
9615,750997,1250997,10000.0,2025-04-28,1
9616,824319,1324319,10000.0,2025-12-28,1
9617,116301,616301,10000.0,2025-10-14,1
9618,412126,912126,10000.0,2025-02-20,1
9619,530821,1030821,10000.0,2025-08-14,1
9620,928739,1428739,10000.0,2025-08-14,1
9621,387170,887170,10000.0,2025-10-14,1
9622,252997,752997,10000.0,2025-06-21,1
9623,421714,921714,10000.0,2025-03-07,1
9624,704158,1204158,10000.0,2025-02-13,1
9625,210678,710678,10000.0,2025-08-07,1
9626,407071,907071,10000.0,2025-03-14,1
9627,963988,1463988,10000.0,2025-03-07,1
9628,335182,835182,10000.0,2025-06-07,1
9629,657825,1157825,10000.0,2025-07-14,1
9630,73429,573429,10000.0,2025-01-13,1
9631,738834,1238834,10000.0,2025-01-27,1
9632,878559,1378559,10000.0,2025-06-28,1
9633,265306,765306,10000.0,2025-11-14,1
9634,728909,1228909,10000.0,2025-01-06,1
9635,491734,991734,10000.0,2025-01-06,1
9636,893310,1393310,10000.0,2025-03-28,1
9637,617638,1117638,10000.0,2025-08-21,1
9638,186291,686291,10000.0,2025-02-20,1
9639,997486,1497486,10000.0,2025-03-21,1
9640,253727,753727,10000.0,2025-06-28,1
9641,386921,886921,10000.0,2025-07-21,1
9642,746301,1246301,10000.0,2025-08-21,1
9643,124744,624744,10000.0,2025-12-28,1
9644,761380,1261380,10000.0,2025-12-07,1
9645,187080,687080,10000.0,2025-09-07,1
9646,690104,1190104,10000.0,2025-01-06,1
9647,100373,600373,10000.0,2025-06-07,1
9648,694420,1194420,10000.0,2025-07-28,1
9649,340521,840521,10000.0,2025-11-07,1
9650,32562,532562,10000.0,2025-02-13,1
9651,980421,1480421,10000.0,2025-09-28,1
9652,261354,761354,10000.0,2025-08-21,1
9653,514469,1014469,10000.0,2025-10-14,1
9654,388609,888609,10000.0,2025-09-14,1
9655,747371,1247371,10000.0,2025-01-27,1
9656,475185,975185,10000.0,2025-01-06,1
9657,507814,1007814,10000.0,2025-12-21,1
9658,849404,1349404,10000.0,2025-03-21,1
9659,446715,946715,10000.0,2025-11-07,1
9660,106247,606247,10000.0,2025-03-21,1
9661,960302,1460302,10000.0,2025-04-14,1
9662,672380,1172380,10000.0,2025-07-21,1
9663,633823,1133823,10000.0,2025-03-28,1
9664,953068,1453068,10000.0,2025-05-14,1
9665,257984,757984,10000.0,2025-12-14,1
9666,129681,629681,10000.0,2025-07-07,1
9667,41061,541061,10000.0,2025-03-14,1
9668,699464,1199464,10000.0,2025-11-14,1
9669,523564,1023564,10000.0,2025-10-21,1
9670,88101,588101,10000.0,2025-09-14,1
9671,723925,1223925,10000.0,2025-05-28,1
9672,462225,962225,10000.0,2025-11-14,1
9673,117995,617995,10000.0,2025-06-28,1
9674,469844,969844,10000.0,2025-01-20,1
9675,889124,1389124,10000.0,2025-01-13,1
9676,889714,1389714,10000.0,2025-01-13,1
9677,40041,540041,10000.0,2025-10-07,1
9678,834219,1334219,10000.0,2025-06-07,1
9679,710321,1210321,10000.0,2025-12-07,1
9680,894152,1394152,10000.0,2025-06-14,1
9681,731913,1231913,10000.0,2025-12-14,1
9682,591453,1091453,10000.0,2025-08-07,1
9683,770328,1270328,10000.0,2025-01-06,1
9684,126084,626084,10000.0,2025-02-20,1
9685,190518,690518,10000.0,2025-02-13,1
9686,31942,531942,10000.0,2025-10-14,1
9687,882186,1382186,10000.0,2025-05-28,1
9688,916075,1416075,10000.0,2025-02-27,1
9689,883456,1383456,10000.0,2025-02-06,1
9690,755759,1255759,10000.0,2025-11-28,1
9691,723835,1223835,10000.0,2025-06-14,1
9692,331099,831099,10000.0,2025-11-07,1
9693,149475,649475,10000.0,2025-08-28,1
9694,370169,870169,10000.0,2025-12-28,1
9695,523688,1023688,10000.0,2025-01-27,1
9696,717027,1217027,10000.0,2025-02-20,1
9697,82397,582397,10000.0,2025-12-21,1
9698,542038,1042038,10000.0,2025-02-13,1
9699,416551,916551,10000.0,2025-01-20,1
9700,59007,559007,10000.0,2025-03-21,1
9701,915023,1415023,10000.0,2025-08-21,1
9702,209235,709235,10000.0,2025-08-21,1
9703,293461,793461,10000.0,2025-12-28,1
9704,229942,729942,10000.0,2025-01-20,1
9705,512974,1012974,10000.0,2025-04-14,1
9706,178547,678547,10000.0,2025-07-14,1
9707,73754,573754,10000.0,2025-10-21,1
9708,927664,1427664,10000.0,2025-01-20,1
9709,615,500615,10000.0,2025-06-21,1
9710,636524,1136524,10000.0,2025-11-21,1
9711,870766,1370766,10000.0,2025-05-28,1
9712,401252,901252,10000.0,2025-02-06,1
9713,767229,1267229,10000.0,2025-05-21,1
9714,467778,967778,10000.0,2025-12-21,1
9715,291839,791839,10000.0,2025-12-14,1
9716,479561,979561,10000.0,2025-11-21,1
9717,923606,1423606,10000.0,2025-07-14,1
9718,333485,833485,10000.0,2025-08-28,1
9719,621981,1121981,10000.0,2025-02-13,1
9720,718134,1218134,10000.0,2025-05-07,1
9721,446358,946358,10000.0,2025-09-07,1
9722,580541,1080541,10000.0,2025-10-14,1
9723,971539,1471539,10000.0,2025-10-07,1
9724,646038,1146038,10000.0,2025-05-07,1
9725,476815,976815,10000.0,2025-02-06,1
9726,472230,972230,10000.0,2025-11-07,1
9727,557738,1057738,10000.0,2025-01-27,1
9728,992990,1492990,10000.0,2025-09-07,1
9729,44324,544324,10000.0,2025-03-28,1
9730,67344,567344,10000.0,2025-10-14,1
9731,33826,533826,10000.0,2025-09-07,1
9732,920589,1420589,10000.0,2025-02-13,1
9733,760143,1260143,10000.0,2025-08-14,1
9734,889291,1389291,10000.0,2025-10-14,1
9735,464924,964924,10000.0,2025-10-07,1
9736,643519,1143519,10000.0,2025-07-14,1
9737,937365,1437365,10000.0,2025-07-21,1
9738,452738,952738,10000.0,2025-03-28,1
9739,623401,1123401,10000.0,2025-12-14,1
9740,834997,1334997,10000.0,2025-06-14,1
9741,245538,745538,10000.0,2025-07-21,1
9742,723531,1223531,10000.0,2025-12-14,1
9743,913940,1413940,10000.0,2025-10-21,1
9744,41038,541038,10000.0,2025-06-14,1
9745,923310,1423310,10000.0,2025-05-21,1
9746,350099,850099,10000.0,2025-04-28,1
9747,739708,1239708,10000.0,2025-04-28,1
9748,145593,645593,10000.0,2025-08-21,1
9749,504993,1004993,10000.0,2025-05-14,1
9750,519100,1019100,10000.0,2025-12-21,1
9751,203582,703582,10000.0,2025-08-07,1
9752,983969,1483969,10000.0,2025-07-28,1
9753,55168,555168,10000.0,2025-01-13,1
9754,503376,1003376,10000.0,2025-12-28,1
9755,580945,1080945,10000.0,2025-09-07,1
9756,658948,1158948,10000.0,2025-01-13,1
9757,150630,650630,10000.0,2025-11-21,1
9758,288745,788745,10000.0,2025-10-28,1
9759,141323,641323,10000.0,2025-11-14,1
9760,464015,964015,10000.0,2025-02-13,1
9761,982243,1482243,10000.0,2025-09-14,1
9762,951065,1451065,10000.0,2025-06-28,1
9763,13801,513801,10000.0,2025-04-14,1
9764,441879,941879,10000.0,2025-06-28,1
9765,48290,548290,10000.0,2025-04-07,1
9766,889985,1389985,10000.0,2025-06-28,1
9767,928710,1428710,10000.0,2025-08-28,1
9768,913193,1413193,10000.0,2025-03-07,1
9769,539378,1039378,10000.0,2025-01-06,1
9770,576838,1076838,10000.0,2025-07-07,1
9771,472491,972491,10000.0,2025-09-21,1
9772,233004,733004,10000.0,2025-01-27,1
9773,799199,1299199,10000.0,2025-03-21,1
9774,663408,1163408,10000.0,2025-06-21,1
9775,482581,982581,10000.0,2025-08-14,1
9776,425962,925962,10000.0,2025-09-14,1
9777,109573,609573,10000.0,2025-07-07,1
9778,905291,1405291,10000.0,2025-09-21,1
9779,166077,666077,10000.0,2025-03-28,1
9780,204752,704752,10000.0,2025-01-27,1
9781,674311,1174311,10000.0,2025-09-07,1
9782,687898,1187898,10000.0,2025-08-28,1
9783,590500,1090500,10000.0,2025-05-14,1
9784,83941,583941,10000.0,2025-06-21,1
9785,643574,1143574,10000.0,2025-05-28,1
9786,369554,869554,10000.0,2025-10-21,1
9787,728846,1228846,10000.0,2025-05-21,1
9788,280854,780854,10000.0,2025-09-07,1
9789,840110,1340110,10000.0,2025-08-21,1
9790,231371,731371,10000.0,2025-11-21,1
9791,832914,1332914,10000.0,2025-02-27,1
9792,468945,968945,10000.0,2025-04-21,1
9793,340909,840909,10000.0,2025-02-27,1
9794,351938,851938,10000.0,2025-12-21,1
9795,286440,786440,10000.0,2025-05-28,1
9796,259082,759082,10000.0,2025-03-28,1
9797,303214,803214,10000.0,2025-04-21,1
9798,153419,653419,10000.0,2025-11-14,1
9799,276708,776708,10000.0,2025-05-14,1
9800,622391,1122391,10000.0,2025-05-07,1
9801,240502,740502,10000.0,2025-03-21,1
9802,528378,1028378,10000.0,2025-10-28,1
9803,908931,1408931,10000.0,2025-06-21,1
9804,102872,602872,10000.0,2025-07-28,1
9805,995580,1495580,10000.0,2025-05-07,1
9806,64131,564131,10000.0,2025-09-28,1
9807,12794,512794,10000.0,2025-01-06,1
9808,532524,1032524,10000.0,2025-02-13,1
9809,619641,1119641,10000.0,2025-09-07,1
9810,54791,554791,10000.0,2025-11-14,1
9811,784428,1284428,10000.0,2025-08-07,1
9812,581569,1081569,10000.0,2025-04-21,1
9813,324859,824859,10000.0,2025-07-28,1
9814,666604,1166604,10000.0,2025-05-07,1
9815,673306,1173306,10000.0,2025-01-20,1
9816,448713,948713,10000.0,2025-12-28,1
9817,264663,764663,10000.0,2025-04-07,1
9818,15091,515091,10000.0,2025-01-13,1
9819,248367,748367,10000.0,2025-05-28,1
9820,941284,1441284,10000.0,2025-10-07,1
9821,960610,1460610,10000.0,2025-11-14,1
9822,372682,872682,10000.0,2025-12-28,1
9823,781826,1281826,10000.0,2025-04-21,1
9824,250728,750728,10000.0,2025-10-21,1
9825,286735,786735,10000.0,2025-12-28,1
9826,793656,1293656,10000.0,2025-06-14,1
9827,486953,986953,10000.0,2025-09-21,1
9828,91607,591607,10000.0,2025-08-28,1
9829,11717,511717,10000.0,2025-01-13,1
9830,418751,918751,10000.0,2025-11-14,1
9831,26630,526630,10000.0,2025-09-21,1
9832,515932,1015932,10000.0,2025-05-14,1
9833,797024,1297024,10000.0,2025-11-28,1
9834,764911,1264911,10000.0,2025-02-20,1
9835,512651,1012651,10000.0,2025-03-28,1
9836,601769,1101769,10000.0,2025-04-14,1
9837,379935,879935,10000.0,2025-12-14,1
9838,392927,892927,10000.0,2025-03-14,1
9839,165670,665670,10000.0,2025-02-27,1
9840,973640,1473640,10000.0,2025-07-14,1
9841,90466,590466,10000.0,2025-10-07,1
9842,538509,1038509,10000.0,2025-12-28,1
9843,175302,675302,10000.0,2025-11-21,1
9844,190409,690409,10000.0,2025-08-07,1
9845,500723,1000723,10000.0,2025-08-14,1
9846,727740,1227740,10000.0,2025-09-21,1
9847,877968,1377968,10000.0,2025-09-14,1
9848,442181,942181,10000.0,2025-12-14,1
9849,393830,893830,10000.0,2025-09-28,1
9850,173391,673391,10000.0,2025-03-07,1
9851,188603,688603,10000.0,2025-02-06,1
9852,134026,634026,10000.0,2025-02-27,1
9853,528214,1028214,10000.0,2025-08-14,1
9854,577534,1077534,10000.0,2025-05-14,1
9855,943779,1443779,10000.0,2025-07-07,1
9856,816235,1316235,10000.0,2025-09-21,1
9857,337106,837106,10000.0,2025-02-13,1
9858,228362,728362,10000.0,2025-06-21,1
9859,160082,660082,10000.0,2025-03-07,1
9860,684826,1184826,10000.0,2025-06-14,1
9861,590862,1090862,10000.0,2025-10-28,1
9862,42813,542813,10000.0,2025-03-21,1
9863,840200,1340200,10000.0,2025-12-14,1
9864,167134,667134,10000.0,2025-07-21,1
9865,378801,878801,10000.0,2025-12-07,1
9866,77514,577514,10000.0,2025-02-13,1
9867,682936,1182936,10000.0,2025-01-06,1
9868,469287,969287,10000.0,2025-06-21,1
9869,458692,958692,10000.0,2025-05-14,1
9870,918553,1418553,10000.0,2025-08-14,1
9871,307958,807958,10000.0,2025-12-21,1
9872,102385,602385,10000.0,2025-10-28,1
9873,254218,754218,10000.0,2025-11-28,1
9874,691331,1191331,10000.0,2025-02-20,1
9875,371979,871979,10000.0,2025-06-21,1
9876,387394,887394,10000.0,2025-07-21,1
9877,559736,1059736,10000.0,2025-05-14,1
9878,646104,1146104,10000.0,2025-10-21,1
9879,338089,838089,10000.0,2025-12-07,1
9880,871039,1371039,10000.0,2025-07-21,1
9881,493688,993688,10000.0,2025-11-07,1
